Time,Content,Link,Source,Tags,Prio,Cat,Sent,RawTime,Code
2026-01-20 08:01:33,【市场预期日本央行将维持利率不变，交易员聚焦外汇干预风险】金十数据1月20日讯，日本央行周五料将维持基准利率不变，此举难以为日元提供即时支撑。分析师普遍预期，若日元进一步走软，日本政府最早或于同日出手干预汇市，这使交易员保持高度警惕。截至东京时间周二上午，美元兑日元USD/JPY交投在158.20附近，距离160关口不远，这一关口被视为关键防线——2024年，日本当局曾多次在此水平附近入市买入日元以支撑汇率。知情人士上周透露，日本央行官员正密切关注汇率对通胀的影响，因日元进一步走弱可能加快未来的加息步伐。野村证券首席策略师松永辽太郎表示：“日本央行可能会暗示下次加息的门槛并不高，以避免加剧日元贬值。他们或许会为最早在4月采取行动留出空间。”,https://flash.jin10.com/detail/20260120080133396800,🌍 金十,"['宏观', '政策', '研报', '🟢 利好: 买入']",1,macro,POS,2026-01-20 08:01:33,
2026-01-20 08:01:06,韩国KOSPI指数1月20日（周二）开盘下跌3.46点，跌幅0.07%，报4901.2点。,https://flash.jin10.com/detail/20260120080106377800,🌍 金十,['宏观'],1,macro,NEU,2026-01-20 08:01:06,
2026-01-20 08:01:05,日经225指数1月20日（周二）开盘下跌209.91点，跌幅0.39%，报53373.66点。,https://flash.jin10.com/detail/20260120080105728800,🌍 金十,['宏观'],1,macro,NEU,2026-01-20 08:01:05,
2026-01-20 07:52:34,<b>【金十数据中心工具】零售外汇经纪商客户仓位报告正实时更新，助你一览市场多空情绪！欢迎点击查看</b>,https://flash.jin10.com/detail/20260120075234427800,🌍 金十,[],0,other,NEU,2026-01-20 07:52:34,
2026-01-20 07:52:32,10年期美国国债收益率升至4.259%，为去年9月初以来最高水平。,https://flash.jin10.com/detail/20260120075232751800,🌍 金十,[],0,other,NEU,2026-01-20 07:52:32,
2026-01-20 07:48:46,【中金：结汇处于季节性高点】金十数据1月20日讯，中金公司研报指出，近期人民币汇率加速走强，结汇需求在12月季节性加快可能是近期人民币汇率走强的一个重要原因。年底企业资金需求增加，导致结汇资金有比较强的季节性，在12月和1月通常加快。2013-2024年平均来说，12月和1月人民币兑美元汇率中间价分别升值0.5%、0.8%，升值概率为75%、67%。贸易视角之外，我们认为评估汇率更要关注金融周期视角。,https://flash.jin10.com/detail/20260120074846476800,🌍 金十,"['宏观', '研报']",1,macro,NEU,2026-01-20 07:48:46,
2026-01-20 07:44:00,【首张东欧面孔！“温和鹰派”武伊契奇赢得欧洲央行副行长席位】 克罗地亚央行行长武伊契奇即将成为首位来自东欧的欧洲央行副行长。这位被视为“较鹰派”的成员入局，恰逢降息路径不明之际，可能为未来货币政策辩论注入强硬新声。点击查看,https://flash.jin10.com/detail/20260120074400993800,🌍 金十,['政策'],1,macro,NEU,2026-01-20 07:44:00,
2026-01-20 07:35:54,【现货价格】2026年01月20日讯，今日全国内三元生猪价格涨跌情况一览,https://flash.jin10.com/detail/20260120073554280800,🌍 金十,[],0,other,NEU,2026-01-20 07:35:54,
2026-01-20 07:35:48,【现货价格】2026年01月20日讯，今日全国外三元生猪价格涨跌情况一览,https://flash.jin10.com/detail/20260120073548432800,🌍 金十,[],0,other,NEU,2026-01-20 07:35:48,
2026-01-20 07:35:34,【韩国交易所理事长：韩国KOSPI指数上看6000点】金十数据1月20日讯， 韩国交易所理事长郑恩甫表示，随着韩国积极推进改善股东回报和吸引全球资本的措施，本轮韩股涨势有望延续。韩国首尔综指KOSPI指数在过去12个月飙升逾94%，目前距曾经遥不可及的5000点大关仅差约2%。这个关键目标也是韩国总统李在明竞选承诺的一部分。此轮市场上涨很大程度上得益于人工智能和国防等全球热门板块相关股票的持续上涨，与此同时，韩国立法者在提升企业治理标准方面做出了关键改革。郑恩甫说：“该股指正在逼近5000点，但我认为除此之外，甚至6000点也是可能的。”但他并未给出具体时间框架。“韩国半导体、国防和造船等主要产业的竞争力已经增强，这似乎正引领股市实现新的价值提升，”他表示。若达到6000点，意味着韩国KOSPI指数将再涨22%。,https://flash.jin10.com/detail/20260120073534036800,🌍 金十,"['半导体', '宏观']",1,tech,NEU,2026-01-20 07:35:34,
2026-01-20 07:30:31,"【金十数据整理：每日期货市场要闻速递（2026-01-20）】 <span class=""section-news"">1. 据上海航运交易所数据，截至2026年1月19日，上海出口集装箱结算运价指数（欧洲航线）报1954.19点，与上期相比跌0.1%。</span><br/><span class=""section-news"">2. 国家统计局数据显示，2025年12月粗钢产量6818万吨，同比减少10.3%，环比减少2.4%；1-12月产量为96081万吨，同比减少4.4%。2025年12月原煤产量43703万吨，同比减少1.0%，环比增长2.4%；1-12月产量为483178万吨，同比增长1.2%。</span><br/><span class=""section-news"">3. 路透调查显示，预计2026年棕榈油价格平均为每吨4,125林吉特，同比下降2.55%。预计马来西亚2026年棕榈油产量为1,975万吨，同比下降2.61%。预计印尼2026年棕榈油产量将达到创纪录的5,120万吨，同比上升0.39%。</span><br/><span class=""section-news"">4. 农业咨询机构AgRural周一表示，截至上周四，巴西2025/26年度大豆收割率为2%，较前一周增长1.4个百分点，并略高于去年同期的1.7%。</span><br/><span class=""section-news"">5. 巴西商贸部数据显示，2026年1月第3周，共计11个工作日，累计装出大豆130.74万吨，去年1月为106.92万吨。日均装运量为11.89万吨/日，较去年1月的4.86万吨/日增加144.56%。</span><br/><span class=""section-news"">6. CONAB数据显示，截至1月17日，巴西大豆播种率为98.6%，上周为98.2%，去年同期为98.9%，五年均值为98.7%；巴西大豆收割率为2.3%，上周为0.6%，去年同期为1.2%，五年均值为3.2%。</span><br/><span class=""section-news"">7. 印度Mangalore炼油和石化有限公司财务主管Devendra Kumar表示，该公司正在考虑购买委内瑞拉石油，同时停止进口俄罗斯石油以遵守西方制裁。</span><br/><span class=""section-news"">8. 海关总署数据显示，2025年12月中国进口多晶硅1873吨，同比下降42.8%；1-12月累计进口19051吨，同比下降52.2%。2025年12月中国氧化铝出口21万吨，同比增长9.3%；1-12月累计出口255万吨，同比增长42.7%。</span><br/><span class=""section-news"">9. 广期所发布公告，经研究决定，自2026年1月21日结算时起，碳酸锂期货合约涨跌停板幅度调整为11%，投机交易保证金标准调整为13%，套期保值交易保证金标准调整为12%。</span><br/><span class=""section-news"">10. 智利国家铜业公司Cochilco周一表示，智利铜产量预计将在2033年达到606万吨的峰值后，于2034年放缓至586万吨。</span>",https://flash.jin10.com/detail/20260120073031990800,🌍 金十,"['宏观', '🔴 利空: 增长,发布']",1,macro,NEG,2026-01-20 07:30:31,
2026-01-20 07:24:12,【MSCI规则调整或致印尼股市资金外流20亿美元】金十数据1月20日讯，若MSCI公司推进其指数编制方法的变更，未来数月全球基金可能从印尼股市撤出逾20亿美元资金，这凸显了市场对该国股市可投资性的担忧。根据行业反馈，指数编制机构MSCI公司将在1月底前决定是否收紧对自由流通股（即可供交易的股票数量，是决定股票权重的关键因素）的定义。任何获得批准的变更将在该指数提供商5月的评估中生效。如果MSCI发现印尼公司（其平均自由流通股比例已是亚洲最小）可供交易的股票数量低于报告值，被动投资者将被迫减持现有头寸。这一决定将是该国9710亿美元股市多年来影响最为深远的事件之一，对资金流动和投资者认知均有重大影响。,https://flash.jin10.com/detail/20260120072412373800,🌍 金十,"['宏观', '🔴 利空: 减持']",1,macro,NEG,2026-01-20 07:24:12,
2026-01-20 07:21:33,"【金十数据整理：每日科技要闻速递（1月20日）】<br/><span class=""section-news"">1. 美媒：月之暗面估值上涨至48亿美元。</span><br/><span class=""section-news"">2. 美媒：OpenAI计划于2026年推出首款硬件设备。</span><br/><span class=""section-news"">3. MiniMax CEO闫俊杰出席总理座谈会，成第二位参会AI大模型企业代表。</span><br/><span class=""section-news"">4. 马斯克：AI5双芯片协同相当于英伟达Blackwell水平。</span><br/><span class=""section-news"">5. 消息称台积电今年再在岛内投资建设4座先进封装设施。</span><br/><span class=""section-news"">6. 消息称SK海力士完成中国江苏无锡DRAM内存晶圆厂制程升级。</span><br/><span class=""section-news"">7. 神舟二十号飞船返回舱在东风着陆场成功着陆。</span><br/><span class=""section-news"">8. 明确实名登记与激活的程序要求等 民用无人机新国标发布。</span><br/><span class=""section-news"">9. Counterpoint：苹果公司在中国市场的iPhone出货量在假日季仍增长了28%，重新夺回了市场第一的位置。 </span>",https://flash.jin10.com/detail/20260120072133837800,🌍 金十,"['CPO/算力', '半导体', '🟢 利好: 增长,发布', 'AI应用']",1,tech,POS,2026-01-20 07:21:33,
2026-01-20 07:14:20,【欧洲的“10万亿美元武器”：用美债美股反制特朗普，说起来容易做起来难】 面对特朗普的威胁，欧洲手握一张极端“王牌”——其持有的超10万亿美元美国资产。将资本“武器化”的设想正引发市场热议，但分析指出，这更多是一种尾部风险。点击查看,https://flash.jin10.com/detail/20260120071420878800,🌍 金十,[],0,other,NEU,2026-01-20 07:14:20,
2026-01-20 07:12:29,【经济日报：勿让概念炒作带歪商业航天】金十数据1月20日讯，文章称，资本市场的涨跌波动，并不能改变商业航天的发展逻辑。从长期来看，政策支持、技术突破、市场需求都将持续，这是构成行业发展确定性的因素。但从短期来看，商业航天还面临着应用场景拓展与成本控制的双重挑战，提升技术成熟度、优化产业链成本结构、拓展更多应用场景，都需要行业长期耕耘，绝非短期内能够完成的。对此，投资者需要保持耐心，摒弃追涨杀跌的投机心态，坚持长期价值投资的理念，密切关注企业在技术发展、商业化应用等方面的进展，理性判断行业发展趋势与企业投资价值。理性投资，也有助于市场筛选出真正掌握核心技术、具有商业前景的企业，淘汰那些依靠概念炒作的企业，促进行业优胜劣汰。,https://flash.jin10.com/detail/20260120071229463800,🌍 金十,['🟢 利好: 突破'],1,stock_event,POS,2026-01-20 07:12:29,
2026-01-20 07:10:33,澳大利亚S&P/ASX200指数1月20日（周二）开盘下跌29.30点，跌幅0.33%，报8845.2点。,https://flash.jin10.com/detail/20260120071033129800,🌍 金十,['宏观'],1,macro,NEU,2026-01-20 07:10:33,
2026-01-20 07:05:03,<b>现货白银冲高后快速走低，短线下跌幅度接近1美元，现报94.05美元/盎司。</b>,https://flash.jin10.com/detail/20260120070503760800,🌍 金十,[],0,other,NEU,2026-01-20 07:05:03,
2026-01-20 07:03:44,金十图示：2026年01月20日（周二）白银ETF持仓报告,https://flash.jin10.com/detail/20260120070344718800,🌍 金十,[],0,other,NEU,2026-01-20 07:03:44,
2026-01-20 07:03:44,金十图示：2026年01月20日（周二）黄金ETF持仓报告,https://flash.jin10.com/detail/20260120070344455800,🌍 金十,['宏观'],1,macro,NEU,2026-01-20 07:03:44,
2026-01-20 07:02:11,【金十数据全球财经早餐 | 2026年1月20日】 现货金银刷新历史新高，鲍威尔将出庭力挺库克，马克龙或拒绝特朗普“和平委员会”的邀请，日本将解散众议院并举行大选投票......昨夜今晨，全球都发生了哪些大事？,https://flash.jin10.com/detail/20260120070211699800,🌍 金十,[],0,other,NEU,2026-01-20 07:02:11,
2026-01-20 06:58:05,【月之暗面估值据悉上涨5亿美元至48亿美元】金十数据1月20日讯，据CNBC引述消息人士透露，人工智能初创公司月之暗面(Moonshot AI)，最新一轮融资估值上涨5亿美元，达到48亿美元。就在数周之前，月之暗面的估值为43亿美元。月之暗面上一轮融资于去年12月31日宣布，据报道，IDG、阿里巴巴和腾讯参与此次融资。,https://flash.jin10.com/detail/20260120065805047800,🌍 金十,[],0,other,NEU,2026-01-20 06:58:05,
2026-01-20 06:50:00,【今日重点关注的财经数据与事件：2026年1月20日 周二】<br/>① 待定 国内成品油开启新一轮调价窗口<br/>② 09:00 中国至1月20日一年期贷款市场报价利率<br/>③ 10:00 国新办举行新闻发布会<br/>④ 15:00 德国12月PPI月率<br/>⑤ 15:00 英国11月三个月ILO失业率<br/>⑥ 15:00 英国12月失业率<br/>⑦ 15:00 英国12月失业金申请人数<br/>⑧ 15:00 国新办举行新闻发布会<br/>⑨ 17:00 欧元区11月季调后经常帐<br/>⑩ 18:00 德国1月ZEW经济景气指数<br/>⑪ 18:00 欧元区1月ZEW经济景气指数<br/>⑫ 次日03:30 纽约原油2月期货受完成场内最后交易,https://flash.jin10.com/detail/20260120065000000800,🌍 金十,"['宏观', '🟢 利好: 发布']",1,macro,POS,2026-01-20 06:50:00,
2026-01-20 06:40:06,【鲍威尔顶风出席最高法院，亲自阻击特朗普“炒掉”库克】 美联储主席罕见决定出席最高法院听证会，这场围绕特朗普能否“炒掉”联储理事库克的法律战，被视为关乎央行独立性的“生死存亡之战”。点击查看...,https://flash.jin10.com/detail/20260120064006834800,🌍 金十,['政策'],1,macro,NEU,2026-01-20 06:40:06,
2026-01-20 06:39:13,【证券日报：对商业航天产业发展给予更多耐心】金十数据1月20日讯，文章称，商业航天的高度复杂性决定了其发展往往与挫折相伴相生。我们应理性看待发射失利，关注故障排查进展。当下，我国商业航天产业具备两大结构性优势，一方面，得益于严谨的“归零”机制，我国商业航天能够系统性地排查故障并加速技术迭代；另一方面，多元技术路线的并行探索，形成了风险分散与技术互补的格局，有望显著缩短技术成熟周期，在关键领域实现实质性突破。同时，商业航天产业的长期健康发展，需要与之匹配的耐心资本给予支持。商业航天技术门槛高、验证周期长，当前仍处于市场培育与能力建设的关键阶段。资本应着眼于长远，聚焦拥有核心技术实力、清晰商业路径的企业，避免短期投机扰乱行业发展节奏。,https://flash.jin10.com/detail/20260120063913019800,🌍 金十,['🟢 利好: 突破'],1,stock_event,POS,2026-01-20 06:39:13,
2026-01-20 06:37:32,英国政府：磋商将征求各方意见，以确定儿童访问社交媒体的适当最低年龄，包括探讨对特定年龄以下儿童实施禁令。,https://flash.jin10.com/detail/20260120063732877800,🌍 金十,[],0,other,NEU,2026-01-20 06:37:32,
2026-01-20 06:37:29,英国政府就儿童社交媒体使用问题启动磋商，并提议在学校禁止使用手机。,https://flash.jin10.com/detail/20260120063729942800,🌍 金十,[],0,other,NEU,2026-01-20 06:37:29,
2026-01-20 06:36:27,【雷诺汽车将助力法国发展无人机产业】金十数据1月20日讯，随着地缘政治紧张局势加剧，欧洲寻求应对美国在格陵兰问题上的威胁之际，法国汽车制造商雷诺集团正推进相关计划，以支持本国的国防事业。雷诺集团在周一晚间的电子邮件声明中表示：“应法国武装力量部邀请，雷诺集团将贡献其专业技术，助力法国无人机产业发展。”据报道，该公司将与法国航空航天及国防承包商Turgis Gaillard合作，无人机项目将由法国国防部监督。,https://flash.jin10.com/detail/20260120063627017800,🌍 金十,[],0,other,NEU,2026-01-20 06:36:27,
2026-01-20 06:33:44,【金正恩解除一名内阁副总理职务】金十数据1月20日讯，朝鲜龙城机械联合企业第一期现代化改造项目竣工典礼于1月19日举行。朝鲜劳动党总书记、国务委员长金正恩出席竣工典礼并发表讲话。金正恩表示，龙城机械联合企业第一期现代化工程由于某些领导干部的不负责任，招致不少困难和经济损失。金正恩称，对于不负责任和持消极态度的人不再期待，<b>并现场罢免了朝鲜内阁副总理杨胜虎的职务</b>。,https://flash.jin10.com/detail/20260120063344729800,🌍 金十,[],0,other,NEU,2026-01-20 06:33:44,
2026-01-20 06:31:44,【伊朗洛雷斯坦省称逮捕134名骚乱事件头目】金十数据1月20日讯，当地时间1月19日，伊朗洛雷斯坦省宣布，安全部门在近期针对该省骚乱的执法行动中，已抓获134名主要头目和骨干成员。官方声明显示，被捕人员为近期骚乱中的“现场指挥者”和“核心煽动者”。调查报告指出，这些人与美国和以色列关联的恐怖主义网络有着直接联系。据悉，此次逮捕行动旨在打击受境外势力资助、旨在破坏地区安全的犯罪活动。目前，相关案件已移交司法机关进行进一步审理。,https://flash.jin10.com/detail/20260120063144051800,🌍 金十,['🔴 利空: 调查'],1,stock_event,NEG,2026-01-20 06:31:44,
2026-01-20 06:30:56,【事关经济发展 今日两场重要发布会将举行】金十数据1月20日讯，国务院新闻办公室将于2026年1月20日（星期二）上午10时举行新闻发布会，请国家发展改革委副主任王昌林介绍落实中央经济工作会议精神，推动“十五五”实现良好开局有关情况，并答记者问。国务院新闻办公室将于2026年1月20日（星期二）下午3时举行新闻发布会，请财政部副部长廖岷介绍发挥积极财政政策作用，推动经济社会高质量发展有关情况，并答记者问。,https://flash.jin10.com/detail/20260120063056699800,🌍 金十,['🟢 利好: 发布'],1,stock_event,POS,2026-01-20 06:30:56,
2026-01-20 06:29:49,"【金十数据整理：昨日今晨重要新闻汇总（2026-01-20）】 <b>国内新闻：</b><br/><span class=""section-news"">1. 国家统计局：初步核算，2025年全年国内生产总值1401879亿元，比上年增长5.0%。</span><br/><span class=""section-news"">2. 国家统计局：2025年全国规模以上工业增加值比上年增长5.9%。</span><br/><span class=""section-news"">3. 国家统计局：2025年全国房地产开发投资82788亿元，比上年下降17.2%</span><br/><span class=""section-news"">4. 国家统计局：2025年全国居民人均可支配收入43377元，比上年名义增长5.0%。</span><br/><span class=""section-news"">5. 浙江证监局：金永荣操纵证券市场，对其采取3年证券市场禁入措施。</span><br/><span class=""section-news"">6. MiniMax CEO闫俊杰出席总理座谈会，成第二位参会AI大模型企业代表。</span><br/><span class=""section-news"">7. 特朗普称对反对美国夺取格陵兰岛的8个国家加征关税，外交部：敦促美方停止把所谓中国威胁作为捞取私利的借口。</span><br/><b>国际新闻：</b><br/><span class=""section-news"">1. 现货金银新高分别刷新至4690美元和94.68美元。</span><br/><span class=""section-news"">2. 马克龙据悉将拒绝特朗普“和平委员会”的邀请。</span><br/><span class=""section-news"">3. 消息人士称，俄罗斯对生产商的汽油出口禁令可能于二月解除。</span><br/><span class=""section-news"">4. “温和鹰派”武伊契奇将接替欧洲央行副行长一职，任期从6月1日开始。</span><br/><span class=""section-news"">5. 日本首相高市早苗：于1月23日解散众议院并将于2月8日举行大选投票。</span><br/><span class=""section-news"">6. 据美联社：美联储主席鲍威尔将出席最高法院关于美联储理事库克的听证会。</span><br/><span class=""section-news"">7. 法国总理：将于周二动用宪法第49.3条权力，针对2026年预算草案中的收入部分采取行动。</span><br/><span class=""section-news"">8. 格陵兰岛问题——①特朗普夺取格林兰岛的借口又多一条：诺贝尔和平奖未授予他。②法国财长：法国和德国同意就与格陵兰岛相关的关税威胁采取强硬行动。③特朗普强硬重申会对八国征收关税，拒绝表明是否会动用武力夺岛。④美媒：特朗普已经将目光投向了与格陵兰岛有相似处境的加拿大。</span>",https://flash.jin10.com/detail/20260120062949434800,🌍 金十,"['宏观', '政策']",1,macro,NEU,2026-01-20 06:29:49,
2026-01-20 06:26:40,【新一批丹麦士兵抵达格陵兰岛】金十数据1月20日讯，丹麦军方人士称，从19日起，驻扎在丹麦自治领地格陵兰岛的丹麦军队人数将增加。当地时间19日晚上，一架载有数十名丹麦士兵的飞机降落在格陵兰自治首府努克。另外，来自丹麦陆军第一旅大约58名士兵同一天也抵达格陵兰岛的康克鲁斯瓦格。,https://flash.jin10.com/detail/20260120062640551800,🌍 金十,[],0,other,NEU,2026-01-20 06:26:40,
2026-01-20 06:25:37,洛阳钼业(03993.HK)：拟发行12亿美元于2027年到期的零息有担保可换股债券。,https://flash.jin10.com/detail/20260120062537335800,🌍 金十,[],0,other,NEU,2026-01-20 06:25:37,
2026-01-20 06:22:15,【美联储1月维持利率不变的概率为95%】金十数据1月20日讯，据CME“美联储观察”：美联储1月降息25个基点的概率5%，维持利率不变的概率为95%。到3月累计降息25个基点的概率为20.7%，维持利率不变的概率为78.4%，累计降息50个基点的概率为0.9%。,https://flash.jin10.com/detail/20260120062215328800,🌍 金十,[],1,macro,NEU,2026-01-20 06:22:15,
2026-01-20 06:20:14,必和必拓(BHP.N)：南澳铜矿精炼黄金产量创历史新高。,https://flash.jin10.com/detail/20260120062014191800,🌍 金十,['宏观'],1,macro,NEU,2026-01-20 06:20:14,
2026-01-20 06:19:51,"【鸣鸣很忙：香港IPO拟发行逾1400万股 最高定价236.6港元】金十数据1月20日讯，鸣鸣很忙在港交所公告，在港上市拟发行14,101,100股H股（视乎发售量调整权及超额配股权获行使与否而定），定价区间介于226.6至236.60港元/股。预期H股将在1月28日开始交易。",https://flash.jin10.com/detail/20260120061951564800,🌍 金十,[],0,other,NEU,2026-01-20 06:19:51,
2026-01-20 06:15:14,必和必拓(BHP.N)CEO：必和必拓以强劲的运营势头进入26财年下半年。,https://flash.jin10.com/detail/20260120061514321800,🌍 金十,[],0,other,NEU,2026-01-20 06:15:14,
2026-01-20 06:14:55,必和必拓(BHP.N)：中国大宗商品需求依然强劲，在政策措施和稳健出口的支撑下保持韧性。,https://flash.jin10.com/detail/20260120061455373800,🌍 金十,[],0,other,NEU,2026-01-20 06:14:55,
2026-01-20 06:08:02,据库尔德鲁道网站援引库尔德武装发言人的话报道，约1500名极端组织“伊斯兰国”成员从沙达迪监狱逃脱。,https://flash.jin10.com/detail/20260120060802266800,🌍 金十,[],0,other,NEU,2026-01-20 06:08:02,
2026-01-20 06:02:50,必和必拓(BHP.N)第二季度铜产量为49.05万吨，同比下降4%；铁矿石产量为6970万吨，同比增长5%；炼钢煤产量为430万吨，同比下降3%；动力煤产量为460万吨，同比增长25%。,https://flash.jin10.com/detail/20260120060250646800,🌍 金十,[],0,other,NEU,2026-01-20 06:02:50,
2026-01-20 06:01:21,必和必拓(BHP.N)上调了2026财年集团铜、埃斯孔迪达和安塔米纳矿的产量指引。,https://flash.jin10.com/detail/20260120060121397800,🌍 金十,['🟢 利好: 上调'],1,stock_event,POS,2026-01-20 06:01:21,
2026-01-20 06:01:16,必和必拓(BHP.N)预计2026财年铜产量为190万至200万吨。,https://flash.jin10.com/detail/20260120060116004800,🌍 金十,[],0,other,NEU,2026-01-20 06:01:16,
2026-01-20 06:00:09,"【金十数据整理：中东局势跟踪（1月20日）】<br/><b>加沙情况：</b><br/><span class=""section-news"">1. 俄罗斯、白俄罗斯、欧盟、挪威、波兰、泰国、乌兹别克斯坦等多国陆续表态称领导人获邀加入加沙“和平委员会”。</span><br/><span class=""section-news"">2. 摩洛哥外交部：摩洛哥接受特朗普邀请，加入加沙“和平委员会”。</span><br/><span class=""section-news"">3. 法国总统马克龙据悉目前决定暂不接受加入“和平委员会”的邀请。</span><br/><span class=""section-news"">4. 欧洲官员：美国总统特朗普希望加沙在周四签署协议。</span><br/><span class=""section-news"">5. 以色列总理内塔尼亚胡：加沙不会有土耳其和卡塔尔士兵。</span><br/><b>伊朗情况：</b><br/><span class=""section-news"">1. 以色列总理内塔尼亚胡：如果伊朗攻击以色列，我们将予以强有力回击。</span><br/><span class=""section-news"">2. 伊朗议会议长：挫败了破坏伊朗稳定的阴谋。</span><br/><span class=""section-news"">3. 据伊朗塔斯尼姆通讯社：伊朗官员呼吁对受“误导”的示威者予以宽大处理。</span><br/><span class=""section-news"">4. 据伊朗塔斯尼姆通讯社：伊朗称本周内互联网将恢复正常。</span><br/><span class=""section-news"">5. 伊朗治安部队司令：伊朗政府已全面恢复该国各城市的秩序。</span><br/><span class=""section-news"">6. 伊朗称在一省逮捕192名涉及骚乱事件的嫌疑人。</span><br/><span class=""section-news"">7. 世界经济论坛：伊朗外交部长将不会出席达沃斯论坛。</span><br/><b>叙利亚情况：</b><br/><span class=""section-news"">1. 土耳其安全消息人士表示，叙利亚库尔德武装与大马士革达成协议是“历史性转折点”。土耳其情报机构为确保叙利亚各方在协议达成前保持克制，进行了密集接触。</span><br/><span class=""section-news"">2. 库尔德部队称土耳其无人机袭击了叙利亚哈塞克市，土耳其安全消息人士称该说法不属实。</span><br/><span class=""section-news"">3. “叙利亚民主力量”袭击据称关押着“数千名伊斯兰国成员”的沙达迪监狱；呼吁库尔德人加入对抗叙利亚军队的行列。</span><br/><span class=""section-news"">4. 叙利亚军方：与库尔德武装以及试图破坏停火协议的“政权残余势力”交火；针对其部队的袭击已造成3名士兵死亡。</span><br/><span class=""section-news"">5. 叙利亚总统府：叙利亚总统沙拉与美国总统特朗普在电话中讨论了叙利亚局势的最新发展，双方同意继续合作打击极端组织“伊斯兰国”。</span><br/><b>其他：</b><br/><span class=""section-news"">1. 以色列国防军表示，其在黎巴嫩南部打击了真主党的基础设施。</span><br/><span class=""section-news"">2. 阿富汗首都喀布尔发生爆炸，多人身亡。极端组织“伊斯兰国”宣布对袭击负责。</span>",https://flash.jin10.com/detail/20260120060009751800,🌍 金十,"['工业互联网', '🟢 利好: 签署']",1,tech,POS,2026-01-20 06:00:09,
